1, 2, 0.1429021, 217.0241
1, 2, 0.04308039, 2148.144
1, 2, 4.14793, 651.5807
1, 2, 8.583678, 1102.909
1, 2, 3.863976, 3086.909
1, 2, 6.477226, 1169.328
1, 2, 0.04399576, 46010.51
1, 2, 7.283159, 219.5772
1, 2, 0.02766053, 287.351
1, 2, 1.005796, 4594.33
1, 2, 8.309282, 1426.546
1, 2, 7.97374, 100.2928
1, 2, 4.693787, 100.2928
1, 2, 6.157072, 3765.936
1, 2, 6.709388, 2844.253
1, 2, 7.802518, 823.295
1, 2, 8.174282, 1888.82
1, 8, 0.1439021, 1911.04
1, 8, 4.319462, 76079.9
1, 8, 0.05100951, 852.6951
1, 8, 4.230095, 1142.294
1, 8, 8.597223, 235.5393
1, 8, 3.907972, 343960.1
1, 8, 6.487406, 1155.732
1, 8, 0.05754089, 173.7801
1, 8, 0.3300872, 334.5371
1, 8, 1.048249, 350.5596
1, 8, 8.32332, 241.1139
1, 8, 8.548769, 59.94843
1, 8, 6.926523, 2746.188
1, 8, 8.389807, 47099.48
1, 8, 6.737048, 534.0955
1, 8, 9.206258, 6918.308
1, 8, 0.00211632, 715.4895
1, 8, 5.579848, 14017370
1, 16, 4.347123, 2002.568
1, 16, 4.091442, 2414.666
1, 16, 6.691617, 3552.025
1, 16, 0.1120456, 219.5772
1, 16, 2.568141, 2148.144
1, 16, 1.123406, 217.0241
1, 16, 8.346458, 140.7899
1, 16, 8.562314, 3197.142
1, 16, 8.389887, 546.736
1, 16, 6.751086, 118.1357
1, 16, 9.207258, 173.7801
1, 16, 5.582664, 4435.924
1, 19, 4.365145, 5805.096
1, 19, 4.158966, 403.38
1, 19, 6.994043, 338.4729
1, 19, 0.1170307, 358.8564
1, 19, 2.596807, 2049.963
1, 19, 1.315903, 2877.714
1, 19, 8.450093, 165.8374
1, 19, 8.648514, 707.1699
1, 19, 0.02866582, 21765.95
1, 19, 9.290911, 169.7623
1, 19, 5.817888, 1409.959
2, 5, 0.1619246, 166566.3
2, 5, 4.428016, 2251.028
2, 5, 0.1793983, 103117.7
2, 5, 0.2042102, 482847.2
2, 5, 4.161782, 297.6122
2, 5, 7.177514, 80.30857
2, 5, 0.1207774, 50.30224
2, 5, 4.000547, 7868.158
2, 5, 5.716086, 1183.085
2, 5, 9.667039, 69.79262
2, 5, 8.575859, 482847.2
2, 5, 7.069425, 162715.4
2, 5, 0.01354512, 3159.966
2, 5, 0.02966582, 13010.26
2, 5, 9.655185, 21262.73
2, 5, 5.832436, 1239.748
4, 10, 0.8493242, 1239.748
4, 10, 4.431763, 179.9857
4, 10, 0.1939459, 5604.946
4, 10, 0.2713448, 26553.83
4, 10, 4.365992, 832.9808
4, 10, 8.39446, 131.2487
4, 10, 0.7234671, 171.7595
4, 10, 6.511204, 217.0241
4, 10, 2.232735, 7165.363
4, 10, 0.9146192, 232.8006
4, 10, 8.643383, 6679.776
4, 10, 7.097085, 152.8013
4, 10, 0.7009448, 30554.79
4, 10, 0.02997369, 3429.557
4, 10, 0.4321743, 1548.251
4, 10, 5.889767, 330.6474
4, 13, 0.9329771, 217.0241
4, 13, 4.44631, 23900.82
4, 13, 0.3774162, 371.671
4, 13, 5.158904, 4435.924
4, 13, 8.40086, 749.7571
4, 13, 0.7521329, 10296.71
4, 13, 6.524274, 2074.079
4, 13, 2.250758, 143072.4
4, 13, 0.9286566, 222.1604
4, 13, 8.643691, 2778.494
4, 13, 7.153571, 540.379
4, 13, 1.388344, 261.6844
4, 13, 0.8228854, 297.6122
4, 13, 0.4457194, 852.6951
4, 13, 6.804386, 1090.085
4, 14, 1.116447, 160.1196
4, 14, 4.474976, 1102.909
4, 14, 6.073523, 758.5778
4, 14, 8.415408, 448.1552
4, 14, 0.1217498, 842.7801
4, 14, 1.02515, 315.535
4, 14, 7.840971, 1393.564
4, 14, 2.302964, 304.6558
4, 14, 0.8638494, 326.8028
4, 14, 0.5422125, 326.8028
4, 18, 1.121433, 1211.085
4, 18, 4.658446, 2714.256
4, 18, 0.4050768, 11045.23
4, 18, 0.2714241, 153472.9
4, 18, 7.69273, 1845.15
4, 18, 8.642702, 100.2928
4, 18, 0.32596, 566.2598
4, 18, 6.728484, 21015.5
4, 18, 2.260938, 15505.17
4, 18, 5.424726, 230.0938
4, 18, 1.619207, 157105.1
4, 18, 7.869636, 1443.328
4, 18, 2.30508, 1314.408
4, 18, 0.3024267, 3234.754
4, 18, 0.569873, 162.0033
4, 18, 6.832047, 58135.89
6, 4, 1.163885, 2251.028
6, 4, 4.671516, 3678.869
6, 4, 0.4078926, 1254.333
6, 4, 0.3550769, 179.9857
6, 4, 0.06287089, 600.3611
6, 4, 8.807539, 1077.41
6, 4, 1.7297, 813.7223
6, 4, 6.765288, 6154.691
6, 4, 2.597551, 363.078
6, 4, 5.704172, 41413.57
6, 4, 6.018783, 1933.523
6, 4, 8.365283, 1933.523
6, 4, 5.383813, 31645.91
6, 4, 0.3448796, 10417.85
6, 4, 2.5055, 3636.092
6, 4, 6.899571, 209.5414
6, 10, 4.933699, 1443.328
6, 10, 0.4488567, 4135.309
6, 10, 0.1912597, 579.6616
6, 10, 1.935627, 1911.04
6, 10, 1.72978, 3678.869
6, 10, 6.783582, 160.1196
6, 10, 2.597859, 1426.546
6, 10, 5.712102, 358.8564
6, 10, 5.259328, 1866.857
6, 10, 8.627466, 169.7623
6, 10, 7.817705, 776.5307
6, 10, 0.358917, 448.1552
6, 10, 2.547953, 384.9433
6, 10, 9.195177, 167.7884
6, 37, 6.911971, 163.9091
6, 53, 1.500499, 7165.363
6, 53, 7.511263, 4233.18
6, 53, 0.9473673, 6918.308
6, 53, 0.5385473, 21015.5
6, 53, 0.7662889, 969.7654
6, 53, 1.963288, 2778.494
6, 53, 1.894617, 1052.5
6, 53, 0.06287089, 5164.352
6, 53, 3.652867, 5348.772
6, 53, 5.725647, 384.9433
6, 53, 5.260809, 358.8564
6, 53, 8.630282, 1284.019
6, 53, 7.914199, 3389.68
6, 53, 0.4134217, 143072.4
6, 53, 2.732423, 55478.77
6, 53, 7.929117e-05, 2844.253
6, 85, 1.505484, 546.736
6, 85, 7.511343, 1254.333
6, 85, 0.947974, 32775.96
6, 85, 1.2648, 158.2578
6, 85, 2.146758, 258.6417
6, 85, 1.922277, 144.122
6, 85, 3.743241, 173.7801
6, 85, 9.277518, 9053.687
6, 85, 7.196436, 442.9444
6, 85, 0.3366137, 22281.1
6, 85, 9.549434, 614.57
6, 85, 2.646157, 4594.33
6, 85, 0.0001585823, 209.5414
6, 118, 1.542288, 893.534
6, 118, 8.009853, 195.3411
6, 118, 1.446485, 1477.487
6, 118, 1.526983, 13633.36
6, 118, 2.151743, 255.6342
6, 118, 1.545199, 59.94843
6, 118, 3.744241, 1823.696
6, 118, 9.295541, 1680.339
6, 118, 8.748321, 1052.5
6, 118, 1.251233, 1254.333
6, 118, 0.5750292, 5737.599
6, 118, 3.863103, 5805.096
6, 118, 3.078892, 1680.339
12, 1, 1.645922, 2620.672
12, 1, 8.072724, 7596.876
12, 1, 1.521642, 2945.821
12, 1, 0.5413632, 61636.95
12, 1, 1.537163, 1700.107
12, 1, 2.650254, 212.0065
12, 1, 1.559747, 19821.8
12, 1, 4.65886, 294.1517
12, 1, 3.79577, 182903.6
12, 1, 9.323201, 2590.201
12, 1, 8.75625, 5044.955
12, 1, 1.307719, 1211.085
12, 1, 1.262429, 1169.328
12, 1, 3.905556, 68478.71
12, 1, 3.069037, 72602.63
12, 1, 3.107558, 1142.294
12, 2, 1.055008, 59.94843
12, 2, 6.780969, 1284.019
12, 2, 0.5463483, 197.6391
12, 2, 1.542148, 182.1032
12, 2, 3.508919, 1530.249
12, 2, 5.713868, 367.3495
12, 2, 3.892263, 338.4729
12, 2, 9.386072, 5942.487
12, 2, 8.899153, 572.9217
12, 2, 1.322266, 3722.148
12, 2, 1.445899, 167.7884
12, 2, 9.584623, 217.0241
12, 2, 3.539732, 5348.772
12, 3, 1.055615, 227.4183
12, 3, 8.461006, 15687.57
12, 3, 9.357898, 238.3104
12, 3, 1.950089, 1426.546
12, 3, 1.746358, 80.30857
12, 3, 2.877548, 117275.2
12, 3, 3.509227, 179.9857
12, 3, 6.401268, 2251.028
12, 3, 7.702679, 1129.012
12, 3, 2.232735, 1345.516
12, 3, 8.931212, 85519.19
12, 3, 7.837852, 255.6342
12, 3, 1.486863, 940444.9
12, 3, 4.698467, 170508.6
12, 3, 9.607762, 1064.882
12, 3, 3.971906, 448.1552
12, 4, 1.098068, 629.1151
12, 4, 8.464753, 1700.107
12, 4, 0.02866582, 145.8175
12, 4, 2.078478, 3552.025
12, 4, 2.244869, 4758.394
12, 4, 3.11888, 1197.003
12, 4, 3.514212, 1320186
12, 4, 6.415815, 448.1552
12, 4, 7.716224, 209.5414
12, 4, 2.348085, 255.6342
12, 4, 8.972176, 10664.4
12, 4, 7.860991, 586.4811
12, 4, 1.510002, 1345.516
12, 4, 4.78212, 6012.398
12, 4, 9.621799, 169.7623
12, 4, 7.05064, 586.4811
12, 5, 1.173532, 394.0538
12, 5, 8.588031, 190.8248
12, 5, 0.3652795, 1680.339
12, 5, 2.415091, 197.6391
12, 5, 2.633151, 1269.089
12, 5, 8.406793, 171.7595
12, 5, 4.012723, 1211.085
12, 5, 6.416422, 1239.748
12, 5, 7.881061, 1409.959
12, 5, 2.352381, 4703.064
12, 5, 0.5750292, 1443.328
12, 5, 7.888652, 319.2471
12, 5, 4.79519, 297.6122
12, 5, 3.368313, 22908684
12, 6, 1.39178, 238.3104
12, 6, 8.588111, 842.7801
12, 6, 0.3655874, 1155.732
12, 6, 2.459087, 4087.225
12, 6, 3.35899, 358.8564
12, 6, 8.450006, 6602.108
12, 6, 4.025793, 1494.869
12, 6, 0.1429021, 152.8013
12, 6, 8.023963, 1028.167
12, 6, 0.01354512, 80.30857
12, 6, 7.118276, 5411.695
12, 6, 8.322307, 1102.909
12, 6, 4.823856, 3765.936
12, 6, 4.423321, 230.0938
12, 6, 0.001480958, 246.8203
12, 6, 7.064185, 1028.167
12, 7, 1.448266, 482847.2
12, 7, 9.872581, 287.351
12, 7, 0.6680141, 3855.065
12, 7, 2.473124, 940444.9
12, 7, 3.372535, 579.6616
12, 7, 8.578395, 59.94843
12, 7, 4.079969, 2098.479
12, 7, 0.1705627, 204.6969
12, 7, 8.028948, 202.3167
12, 7, 0.4018271, 290.7315
12, 7, 7.34557, 308.24
12, 7, 8.350973, 177.893
12, 7, 0.01354512, 559.6757
12, 7, 4.498478, 794.909
12, 7, 0.4336552, 1393.564
12, 7, 0.01354512, 5348.772
12, 8, 3.383893, 284.0098
12, 8, 9.887128, 80.30857
12, 8, 0.6690141, 147.5329
12, 8, 0.1283888, 503.7582
12, 8, 3.456188, 398.6895
